query_index,facts_file_primary_no_default,task_primary_no_default,baseline_refs_primary_no_default,diverse_refs_primary_no_default,changed_order_primary_no_default,changed_reference_set_primary_no_default,top1_preserved_primary_no_default,baseline_top_similarity_primary_no_default,diverse_top_similarity_primary_no_default,baseline_mean_similarity_primary_no_default,diverse_mean_similarity_primary_no_default,baseline_unique_models_primary_no_default,diverse_unique_models_primary_no_default,baseline_has_duplicate_models_primary_no_default,diverse_has_duplicate_models_primary_no_default,baseline_intra_list_dissimilarity_primary_no_default,diverse_intra_list_dissimilarity_primary_no_default,facts_file_default_sync,task_default_sync,baseline_refs_default_sync,diverse_refs_default_sync,changed_order_default_sync,changed_reference_set_default_sync,top1_preserved_default_sync,baseline_top_similarity_default_sync,diverse_top_similarity_default_sync,baseline_mean_similarity_default_sync,diverse_mean_similarity_default_sync,baseline_unique_models_default_sync,diverse_unique_models_default_sync,baseline_has_duplicate_models_default_sync,diverse_has_duplicate_models_default_sync,baseline_intra_list_dissimilarity_default_sync,diverse_intra_list_dissimilarity_default_sync,facts_file_equal,task_equal,baseline_ranking_equal,baseline_top1_equal,baseline_refset_equal,baseline_top_similarity_diff_primary_minus_default,baseline_mean_similarity_diff_primary_minus_default,baseline_unique_models_diff_primary_minus_default,baseline_intra_list_dissimilarity_diff_primary_minus_default,diverse_ranking_equal,diverse_top1_equal,diverse_refset_equal,diverse_top_similarity_diff_primary_minus_default,diverse_mean_similarity_diff_primary_minus_default,diverse_unique_models_diff_primary_minus_default,diverse_intra_list_dissimilarity_diff_primary_minus_default
110,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0593a9919b79.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.5621461887290472,0.5927769588210243,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0593a9919b79.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.559,0.559,0.559,0.559,5,5,0,0,0.5621461887290472,0.5927769588210243,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0
111,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_06390a092d7f.ttl,Fault identification,"247,203,189,216,196","247,201,189,255,176",True,True,True,0.524,0.524,0.5174000000000001,0.5136000000000001,5,5,0,0,0.5942891488316017,0.678322134150003,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_06390a092d7f.ttl,Fault identification,"255,247,203,189,216","255,216,247,210,176",True,True,True,0.637,0.637,0.5394000000000001,0.5358,5,5,0,0,0.6484203030447231,0.680450584479273,True,True,False,False,False,-0.11299999999999999,-0.02200000000000002,0.0,-0.054131154213121424,False,False,False,-0.11299999999999999,-0.022199999999999998,0.0,-0.002128450329270004
112,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_06c8822b55d2.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_06c8822b55d2.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,249",True,True,True,0.645,0.645,0.645,0.6314,5,5,0,0,0.34907363834422656,0.4007625272331155,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,False,True,False,0.061999999999999944,0.0756,0.0,-0.07222222222222224
113,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0761d601b305.ttl,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.546,0.546,0.546,0.546,5,5,0,0,0.2967919799498747,0.352885623148781,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0761d601b305.ttl,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.537,0.537,0.537,0.537,5,5,0,0,0.2967919799498747,0.352885623148781,True,True,True,True,True,0.009000000000000008,0.009000000000000008,0.0,0.0,True,True,True,0.009000000000000008,0.009000000000000008,0.0,0.0
114,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_08257ce5150f.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.34907363834422656,0.32854030501089326,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_08257ce5150f.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,249,255",True,True,True,0.559,0.559,0.559,0.5354,5,5,0,0,0.34907363834422656,0.45697810636094144,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,False,True,False,0.017999999999999905,0.04159999999999997,0.0,-0.12843780135004818
115,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0c0922d4a23b.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0c0922d4a23b.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,249",True,True,True,0.645,0.645,0.645,0.6314,5,5,0,0,0.34907363834422656,0.4007625272331155,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,False,True,False,0.061999999999999944,0.0756,0.0,-0.07222222222222224
116,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0c556dd91c12.ttl,Health assessment,"31,38,104,7,177","31,213,239,221,104",True,True,True,0.501,0.501,0.501,0.5004,4,5,1,0,0.4953851679929266,0.5927769588210243,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0c556dd91c12.ttl,Health assessment,"31,38,104,7,177","31,213,239,221,104",True,True,True,0.501,0.501,0.5006,0.5004,4,5,1,0,0.4953851679929266,0.5927769588210243,True,True,True,True,True,0.0,0.00039999999999995595,0.0,0.0,True,True,True,0.0,0.0,0.0,0.0
117,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0cf575569a46.ttl,Fault detection,"166,167,98,42,41","166,34,98,42,44",True,True,True,0.655,0.655,0.5852,0.5589999999999999,4,5,1,0,0.28563530037214246,0.3562519936204147,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0cf575569a46.ttl,Fault detection,"166,167,98,42,41","166,34,98,42,44",True,True,True,0.627,0.627,0.5694000000000001,0.5478000000000001,4,5,1,0,0.28563530037214246,0.3562519936204147,True,True,True,True,True,0.028000000000000025,0.015799999999999925,0.0,0.0,True,True,True,0.028000000000000025,0.011199999999999877,0.0,0.0
118,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0d06342b9b75.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0d06342b9b75.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.645,0.645,0.645,0.645,5,5,0,0,0.4394110275689223,0.4859203463203463,True,True,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0,True,True,True,0.061999999999999944,0.061999999999999944,0.0,0.0
119,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0e2936cf44a8.ttl,Health assessment,"221,31,38,104,239","221,239,7,104,31",True,True,True,0.519,0.519,0.515,0.5136000000000001,5,5,0,0,0.5456848485867531,0.5903500277562428,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0e2936cf44a8.ttl,Health assessment,"221,31,38,104,239","221,239,7,104,31",True,True,True,0.515,0.515,0.512,0.511,5,5,0,0,0.5456848485867531,0.5903500277562428,True,True,True,True,True,0.0040000000000000036,0.0030000000000000027,0.0,0.0,True,True,True,0.0040000000000000036,0.0026000000000000467,0.0,0.0
120,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0e472e57d26e.ttl,One step future state forecast,"10,131,132,135,133","10,134,132,106,135",True,True,True,0.508,0.508,0.5048,0.5048,5,5,0,0,0.32854030501089326,0.3655148148148148,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0e472e57d26e.ttl,One step future state forecast,"10,131,132,135,133","10,250,135,132,106",True,True,True,0.506,0.506,0.5044,0.4948,5,5,0,0,0.32854030501089326,0.44718722860791826,True,True,True,True,True,0.0020000000000000018,0.00040000000000006697,0.0,0.0,False,True,False,0.0020000000000000018,0.010000000000000009,0.0,-0.08167241379310347
121,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0efdf6da33d6.ttl,One step future state forecast,"131,132,135,133,134","131,10,135,132,133",True,True,True,0.506,0.506,0.506,0.5058,5,5,0,0,0.24191316526610646,0.32854030501089326,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_0efdf6da33d6.ttl,One step future state forecast,"131,132,135,133,134","131,10,135,249,255",True,True,True,0.504,0.504,0.504,0.48319999999999996,5,5,0,0,0.24191316526610646,0.45697810636094144,True,True,True,True,True,0.0020000000000000018,0.0020000000000000018,0.0,0.0,False,True,False,0.0020000000000000018,0.022600000000000064,0.0,-0.12843780135004818
122,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_10262fb0fde1.ttl,Remaining useful life estimation,"226,59,58,60,127","226,60,69,55,127",True,True,True,0.664,0.664,0.6038,0.5846,5,5,0,0,0.4646996887279301,0.575651336139141,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_10262fb0fde1.ttl,Remaining useful life estimation,"259,249,250,226,59","259,226,249,55,127",True,True,True,0.638,0.638,0.6245999999999999,0.5972000000000002,5,5,0,0,0.35992962290784436,0.5262372372372371,True,True,False,False,False,0.026000000000000023,-0.02079999999999993,0.0,0.10477006582008574,False,False,False,0.026000000000000023,-0.012600000000000167,0.0,0.04941409890190385
123,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_117847e3c530.ttl,Fault identification,"13,246,196,203,189","13,247,202,255,216",True,True,True,0.517,0.517,0.5146000000000001,0.5095999999999999,5,5,0,0,0.4371305204229733,0.6911682993097819,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_117847e3c530.ttl,Fault identification,"255,13,246,196,203","255,216,247,13,176",True,True,True,0.636,0.636,0.5374,0.534,5,5,0,0,0.45786544608088064,0.680473178005965,True,True,False,False,False,-0.119,-0.02279999999999993,0.0,-0.020734925657907355,False,False,False,-0.119,-0.02440000000000009,0.0,0.01069512130381689
124,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_12e0db15847a.ttl,Fault feature extraction,"32,253,198,190,70","32,190,229,198,235",True,True,True,0.524,0.524,0.5222,0.5178,5,5,0,0,0.5374717919296232,0.5967863247863248,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_12e0db15847a.ttl,Fault feature extraction,"32,253,198,190,70","32,190,229,198,235",True,True,True,0.519,0.519,0.5178,0.5144,5,5,0,0,0.5374717919296232,0.5967863247863248,True,True,True,True,True,0.0050000000000000044,0.0043999999999999595,0.0,0.0,True,True,True,0.0050000000000000044,0.0034000000000000696,0.0,0.0
125,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_12e4132d369b.ttl,Fault detection,"72,245,166,167,200","72,218,166,211,245",True,True,True,0.598,0.598,0.5908,0.5902000000000001,4,5,1,0,0.48313338202234224,0.604528639382298,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_12e4132d369b.ttl,Fault detection,"72,245,166,167,200","72,218,166,211,245",True,True,True,0.575,0.575,0.5694,0.5690000000000001,4,5,1,0,0.48313338202234224,0.604528639382298,True,True,True,True,True,0.02300000000000002,0.021399999999999975,0.0,0.0,True,True,True,0.02300000000000002,0.021199999999999997,0.0,0.0
126,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_13a2395c2081.ttl,Health modelling,"57,205,206,240,236","57,217,160,224,241",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4206502177068215,0.5495947206297596,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_13a2395c2081.ttl,Health modelling,"57,205,206,240,236","57,217,160,224,241",True,True,True,0.559,0.559,0.559,0.559,5,5,0,0,0.4206502177068215,0.5495947206297596,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0
127,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_13e24977c6b6.ttl,Health assessment,"221,239,153,154,193","221,239,7,104,227",True,True,True,0.536,0.536,0.52,0.5166,4,5,1,0,0.43527210182318543,0.610850839706103,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_13e24977c6b6.ttl,Health assessment,"221,239,153,154,193","221,239,7,104,227",True,True,True,0.529,0.529,0.5162,0.5132000000000001,4,5,1,0,0.43527210182318543,0.610850839706103,True,True,True,True,True,0.007000000000000006,0.0038000000000000256,0.0,0.0,True,True,True,0.007000000000000006,0.0033999999999998476,0.0,0.0
128,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1489f1caf7d4.ttl,Remaining useful life estimation,"204,108,97,22,21","204,68,184,97,108",True,True,True,0.596,0.596,0.5446,0.5432,5,5,0,0,0.47665645067704554,0.5198808243201836,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1489f1caf7d4.ttl,Remaining useful life estimation,"259,249,250,204,108","259,249,204,108,97",True,True,True,0.641,0.641,0.6043999999999999,0.5841999999999999,5,5,0,0,0.44683638583638585,0.5186170126170127,True,True,False,False,False,-0.04500000000000004,-0.059799999999999964,0.0,0.029820064840659688,False,False,False,-0.04500000000000004,-0.040999999999999925,0.0,0.001263811703170914
129,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_14d4842dceea.ttl,Fault detection,"166,167,98,20,42","166,20,34,33,44",True,True,True,0.533,0.533,0.5258,0.5212,4,5,1,0,0.352869750132908,0.43890909090909097,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_14d4842dceea.ttl,Fault detection,"166,167,98,20,42","166,20,34,33,44",True,True,True,0.526,0.526,0.5208,0.5172000000000001,4,5,1,0,0.352869750132908,0.43890909090909097,True,True,True,True,True,0.007000000000000006,0.0050000000000000044,0.0,0.0,True,True,True,0.007000000000000006,0.0039999999999998925,0.0,0.0
130,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_150362587e21.ttl,Fault detection,"19,72,209,211,215","19,211,44,215,46",True,True,True,0.524,0.524,0.5098,0.5088,5,5,0,0,0.5188329461866047,0.5735546398046398,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_150362587e21.ttl,Fault detection,"19,72,209,211,215","19,211,44,215,46",True,True,True,0.519,0.519,0.5079999999999999,0.507,5,5,0,0,0.5188329461866047,0.5735546398046398,True,True,True,True,True,0.0050000000000000044,0.0018000000000001348,0.0,0.0,True,True,True,0.0050000000000000044,0.0018000000000000238,0.0,0.0
131,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_159a8af82084.ttl,Fault detection,"42,41,44,43,46","42,34,215,44,41",True,True,True,0.59,0.59,0.59,0.5755999999999999,5,5,0,0,0.2967919799498747,0.4477064163906269,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_159a8af82084.ttl,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.573,0.573,0.573,0.573,5,5,0,0,0.2967919799498747,0.352885623148781,True,True,True,True,True,0.017000000000000015,0.017000000000000015,0.0,0.0,False,True,False,0.017000000000000015,0.0025999999999999357,0.0,0.09482079324184589
132,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_15d6e0f725e9.ttl,Fault detection,"200,230,19,20,166","200,166,230,211,19",True,True,True,0.527,0.527,0.5174000000000001,0.5162,4,5,1,0,0.4226502883081831,0.5484547616126563,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_15d6e0f725e9.ttl,Fault detection,"200,230,19,20,166","200,166,230,211,19",True,True,True,0.522,0.522,0.5142,0.5132,4,5,1,0,0.4226502883081831,0.5484547616126563,True,True,True,True,True,0.0050000000000000044,0.0032000000000000917,0.0,0.0,True,True,True,0.0050000000000000044,0.0030000000000000027,0.0,0.0
133,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_16259bb8b181.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_16259bb8b181.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.559,0.559,0.559,0.559,5,5,0,0,0.4394110275689223,0.4859203463203463,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0
134,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1649303d03f5.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1649303d03f5.ttl,Remaining useful life estimation,"249,250,259,51,53","249,204,259,55,208",True,True,True,0.707,0.707,0.6478,0.6182000000000001,5,5,0,0,0.3493504005572971,0.5596527979358167,True,True,False,False,False,-0.13,-0.07080000000000009,-1.0,-0.06225879484500174,False,False,False,-0.13,-0.041200000000000125,0.0,-0.018484112962253718
135,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_164938fe194b.ttl,Remaining useful life estimation,"127,69,226,59,58","127,208,60,69,108",True,True,True,0.552,0.552,0.536,0.532,5,5,0,0,0.41334325596456534,0.5817877583572554,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_164938fe194b.ttl,Remaining useful life estimation,"249,250,259,127,69","249,259,127,208,108",True,True,True,0.636,0.636,0.5982,0.5682,5,5,0,0,0.3838890353768402,0.5159282759848798,True,True,False,False,False,-0.08399999999999996,-0.06219999999999992,0.0,0.029454220587725122,False,False,False,-0.08399999999999996,-0.03620000000000001,0.0,0.0658594823723756
136,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_171b435bdf9e.ttl,Fault feature extraction,"70,18,229,17,235","70,190,229,198,235",True,True,True,0.52,0.52,0.5109999999999999,0.5086,4,5,1,0,0.5089645807309505,0.605755152478044,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_171b435bdf9e.ttl,Fault feature extraction,"70,18,229,17,235","70,190,229,198,235",True,True,True,0.516,0.516,0.5088,0.507,4,5,1,0,0.5089645807309505,0.605755152478044,True,True,True,True,True,0.0040000000000000036,0.0021999999999998687,0.0,0.0,True,True,True,0.0040000000000000036,0.0016000000000000458,0.0,0.0
137,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_173e989f42c4.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.707,0.707,0.707,0.707,4,5,1,0,0.28709160571229536,0.541168684973563,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_173e989f42c4.ttl,Remaining useful life estimation,"249,250,259,51,53","249,259,55,208,204",True,True,True,0.816,0.816,0.7476,0.7134,5,5,0,0,0.3493504005572971,0.5596527979358168,True,True,False,False,False,-0.10899999999999999,-0.04060000000000008,-1.0,-0.06225879484500174,False,False,False,-0.10899999999999999,-0.006400000000000072,0.0,-0.01848411296225383
138,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1762d3edd470.ttl,Health assessment,"188,31,38,104,2","188,227,104,193,38",True,True,True,0.534,0.534,0.5184,0.5160000000000001,5,5,0,0,0.5176489761461331,0.5954527733967389,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1762d3edd470.ttl,Health assessment,"188,31,38,104,2","188,227,104,193,38",True,True,True,0.527,0.527,0.5148,0.5128,5,5,0,0,0.5176489761461331,0.5954527733967389,True,True,True,True,True,0.007000000000000006,0.0035999999999999366,0.0,0.0,True,True,True,0.007000000000000006,0.0032000000000000917,0.0,0.0
139,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_17792a3e16ba.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.34907363834422656,0.32854030501089326,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_17792a3e16ba.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,249,255",True,True,True,0.559,0.559,0.559,0.5354,5,5,0,0,0.34907363834422656,0.45697810636094144,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,False,True,False,0.017999999999999905,0.04159999999999997,0.0,-0.12843780135004818
140,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_17cd6a7ce0d1.ttl,Fault detection,"209,211,191,42,41","209,33,211,34,44",True,True,True,0.604,0.604,0.6035999999999999,0.6033999999999999,5,5,0,0,0.5749542767174346,0.5761606060606062,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_17cd6a7ce0d1.ttl,Fault detection,"209,211,191,42,41","209,33,211,34,44",True,True,True,0.58,0.58,0.5795999999999999,0.5793999999999999,5,5,0,0,0.5749542767174346,0.5761606060606062,True,True,True,True,True,0.02400000000000002,0.02400000000000002,0.0,0.0,True,True,True,0.02400000000000002,0.02400000000000002,0.0,0.0
141,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_184d608e1f84.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.5,0.5,0.5,0.5,5,5,0,0,0.5621461887290472,0.5927769588210243,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_184d608e1f84.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.5,0.5,0.5,0.5,5,5,0,0,0.5621461887290472,0.5927769588210243,True,True,True,True,True,0.0,0.0,0.0,0.0,True,True,True,0.0,0.0,0.0,0.0
142,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1850d37fbad4.ttl,Remaining useful life estimation,"181,234,232,233,15","181,249,233,128,122",True,True,True,0.544,0.544,0.5351999999999999,0.5351999999999999,5,5,0,0,0.34178785425101216,0.5624635404635405,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1850d37fbad4.ttl,Remaining useful life estimation,"249,250,259,181,234","249,181,250,233,128",True,True,True,0.654,0.654,0.6008000000000001,0.579,5,5,0,0,0.4292357174988754,0.5337978190391983,True,True,False,False,False,-0.10999999999999999,-0.06560000000000021,0.0,-0.08744786324786324,False,False,False,-0.10999999999999999,-0.04380000000000006,0.0,0.028665721424342205
143,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_18cf238441be.ttl,Fault detection,"42,41,44,43,46","42,195,34,19,44",True,True,True,0.534,0.534,0.534,0.5288,5,5,0,0,0.2967919799498747,0.505408951150134,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_18cf238441be.ttl,Fault detection,"42,41,44,43,46","42,195,34,19,44",True,True,True,0.527,0.527,0.527,0.523,5,5,0,0,0.2967919799498747,0.505408951150134,True,True,True,True,True,0.007000000000000006,0.007000000000000006,0.0,0.0,True,True,True,0.007000000000000006,0.005800000000000027,0.0,0.0
144,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1996f16e00b3.ttl,Health assessment,"221,213,239,153,154","221,239,7,104,227",True,True,True,0.519,0.519,0.5174,0.5109999999999999,4,5,1,0,0.5267071805035912,0.610850839706103,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1996f16e00b3.ttl,Health assessment,"221,213,239,153,154","221,239,7,104,227",True,True,True,0.515,0.515,0.5142,0.5088,4,5,1,0,0.5267071805035912,0.610850839706103,True,True,True,True,True,0.0040000000000000036,0.0031999999999999806,0.0,0.0,True,True,True,0.0040000000000000036,0.0021999999999998687,0.0,0.0
145,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1aa5b3e6f988.ttl,Remaining useful life estimation,"22,21,24,23,26","22,107,51,55,56",True,True,True,0.609,0.609,0.609,0.6060000000000001,3,5,1,0,0.16684210526315785,0.3759436469962786,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1aa5b3e6f988.ttl,Remaining useful life estimation,"259,249,250,22,21","259,249,55,107,54",True,True,True,0.713,0.713,0.6594,0.633,5,5,0,0,0.33313907958301553,0.5051001642036124,True,True,False,False,False,-0.10399999999999998,-0.0504,-2.0,-0.16629697431985768,False,False,False,-0.10399999999999998,-0.026999999999999913,0.0,-0.1291565172073338
146,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1afce5a917c7.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1afce5a917c7.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.559,0.559,0.559,0.559,5,5,0,0,0.4394110275689223,0.4859203463203463,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0
147,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1b8e16eda666.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1b8e16eda666.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.559,0.559,0.559,0.559,5,5,0,0,0.4394110275689223,0.4859203463203463,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0
148,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1be481d41400.ttl,Health assessment,"213,31,38,227,104","213,173,193,38,104",True,True,True,0.595,0.595,0.591,0.5893999999999999,5,5,0,0,0.5594998638752882,0.6117605715175003,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1be481d41400.ttl,Health assessment,"213,31,38,227,104","213,173,193,38,104",True,True,True,0.573,0.573,0.5698,0.5683999999999999,5,5,0,0,0.5594998638752882,0.6117605715175003,True,True,True,True,True,0.02200000000000002,0.021199999999999997,0.0,0.0,True,True,True,0.02200000000000002,0.02100000000000002,0.0,0.0
149,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1c251ba771a0.ttl,Fault detection,"215,175,20,245,166","215,175,44,209,47",True,True,True,0.595,0.595,0.5902,0.5878,5,5,0,0,0.4536479353979354,0.5211358685174474,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1c251ba771a0.ttl,Fault detection,"215,175,20,245,166","215,209,166,175,33",True,True,True,0.573,0.573,0.569,0.5673999999999999,5,5,0,0,0.4536479353979354,0.5496615717615717,True,True,True,True,True,0.02200000000000002,0.021199999999999997,0.0,0.0,False,True,False,0.02200000000000002,0.020400000000000085,0.0,-0.02852570324412429
150,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1d38dce714eb.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1d38dce714eb.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.559,0.559,0.559,0.559,5,5,0,0,0.4394110275689223,0.4859203463203463,True,True,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0,True,True,True,0.017999999999999905,0.017999999999999905,0.0,0.0
